QuoteNumber,QuoteConversion_Flag
476,0.949557807
479,0.971799525
480,0.973207075
481,0.970017365
484,0.9492912
487,0.974810537
494,0.980142471
495,0.978797084
496,0.98036121
498,0.973431485
500,0.973444611
504,0.980675951
505,0.967975929
512,0.775436314
513,0.974209879
516,0.263327018
519,0.965118293
525,0.915497913
527,0.976990486
530,0.910795
532,0.021865599
536,0.014766361
539,0.980513917
541,0.976879798
542,0.9795392
543,0.011274826
544,0.965414246
547,0.618800878
551,0.973157184
552,0.944785928
555,0.018852113
557,0.96941432
563,0.980357963
568,0.980493356
569,0.979651281
571,0.976250047
574,0.979737116
575,0.012485735
580,0.980738366
581,0.926641597
595,0.922840222
598,0.979913489
599,0.974978685
600,0.153778316
602,0.979691057
603,0.981009262
609,0.98063658
611,0.932239713
614,0.908291842
615,0.977095232
620,0.980417689
624,0.978961576
625,0.979841997
628,0.969310048
633,0.956594113
640,0.973439727
642,0.024137792
646,0.024150173
648,0.975274055
652,0.98145126
656,0.980674585
657,0.871254961
658,0.940562428
659,0.96772957
663,0.956514195
664,0.91615954
668,0.925299544
669,0.980610044
671,0.915527428
673,0.008925836
675,0.97974548
677,0.88548405
684,0.973705857
686,0.975877399
687,0.980572856
691,0.980619467
693,0.903834637
694,0.979943222
695,0.023732362
696,0.966744144
699,0.191467525
701,0.972468596
702,0.98141964
703,0.979660321
705,0.98033981
706,0.976020979
710,0.805225875
711,0.969252836
713,0.980206874
717,0.891877634
718,0.657367638
720,0.979684153
721,0.9806555
725,0.132645135
726,0.95175127
729,0.968503045
733,0.96830585
739,0.133907568
740,0.960866653
744,0.016104728
745,0.980532208
750,0.978281436
753,0.976393786
754,0.015834052
758,0.009002105
759,0.940797736
762,0.981405391
764,0.981389994
767,0.980510897
769,0.977164041
773,0.156989088
774,0.969181757
777,0.024613744
778,0.025756168
779,0.980361946
785,0.949944113
789,0.980092248
790,0.966556616
791,0.948655994
793,0.766622653
794,0.967721043
797,0.980441192
798,0.015197257
799,0.973910889
800,0.838874519
801,0.930506103
807,0.795782568
808,0.971089199
814,0.646074412
815,0.47752867
816,0.979722453
817,0.980392504
819,0.977872961
821,0.971493794
822,0.975664876
823,0.98141215
829,0.981395392
833,0.980324222
834,0.976344651
836,0.962593571
837,0.021226635
842,0.980693652
843,0.918465851
846,0.018494658
847,0.981074321
854,0.981421219
855,0.016034609
857,0.975156845
859,0.980592123
860,0.9808967
861,0.97520791
862,0.979703451
867,0.980469425
868,0.667726279
870,0.013181211
872,0.9775977
875,0.026181223
878,0.967149615
879,0.980641257
881,0.975017441
882,0.980441483
883,0.980159698
884,0.979379362
885,0.970311591
886,0.966514245
890,0.976503877
891,0.979883969
898,0.98144279
899,0.974149233
900,0.971544806
902,0.770447962
903,0.973983998
905,0.980916905
906,0.03562142
913,0.008581773
915,0.979872841
918,0.975921752
923,0.967482404
926,0.979338101
928,0.235923606
929,0.980491669
930,0.970500722
933,0.981433712
936,0.012461799
938,0.980413855
944,0.97135045
949,0.882927061
953,0.979853603
954,0.981447446
955,0.970584791
956,0.677090247
957,0.012545124
960,0.976326432
963,0.035039838
964,0.979891865
966,0.979847593
967,0.98016322
972,0.976411484
973,0.975705233
975,0.011445559
976,0.968932985
977,0.979541337
979,0.975579453
982,0.22680572
984,0.981409939
985,0.974705397
995,0.963937346
996,0.970642003
999,0.979948864
1001,0.945453136
1004,0.98044999
1005,0.750591947
1009,0.980409289
1010,0.979919851
1011,0.024041175
1012,0.927652297
1014,0.975196554
1015,0.162982648
1016,0.021908275
1018,0.738856791
1019,0.901179669
1020,0.977081545
1024,0.980538483
1025,0.008689947
1028,0.943226443
1030,0.974508633
1032,0.518116218
1035,0.98066512
1037,0.977137442
1038,0.008988489
1042,0.67327229
1043,0.973183454
1053,0.967705469
1055,0.976996063
1057,0.98120572
1059,0.979976502
1061,0.01552733
1067,0.042445302
1069,0.00888016
1073,0.980109057
1075,0.979698364
1077,0.977385011
1078,0.355127814
1079,0.976738007
1080,0.97980405
1082,0.980899115
1083,0.937641888
1086,0.979792506
1089,0.973629986
1090,0.95086778
1098,0.972183882
1099,0.008784572
1102,0.977313866
1103,0.016660875
1104,0.969433358
1105,0.970317852
1106,0.009663952
1115,0.981435971
1118,0.937265232
1124,0.963211103
1130,0.971686158
1134,0.980633539
1135,0.113430314
1137,0.968129047
1142,0.950385358
1143,0.976100387
1144,0.979718829
1147,0.979808519
1155,0.012304065
1156,0.980234913
1158,0.973447606
1160,0.928731813
1162,0.178781333
1168,0.011898402
1169,0.684766209
1170,0.980459817
1171,0.258855744
1172,0.006840901
1178,0.967358895
1179,0.977922605
1181,0.979257791
1183,0.980025986
1187,0.981405189
1188,0.980100548
1190,0.936531627
1191,0.981166561
1193,0.979683105
1195,0.981408914
1203,0.396980093
1204,0.009641634
1208,0.759148498
1216,0.979852896
1221,0.954651621
1223,0.968384276
1225,0.811260228
1229,0.974297753
1231,0.96358201
1233,0.98139565
1238,0.980113421
1240,0.970505242
1242,0.976637084
1243,0.929764819
1244,0.966412584
1245,0.970851099
1250,0.006976587
1251,0.980340808
1257,0.876755617
1260,0.973308579
1261,0.936122173
1282,0.979902968
1283,0.981348612
1285,0.981132685
1286,0.008877885
1287,0.979822904
1288,0.903425071
1290,0.975107561
1291,0.976220547
1293,0.975261761
1294,0.909569032
1300,0.974273021
1309,0.975632509
1310,0.97057458
1312,0.972269879
1314,0.971538723
1315,0.966410743
1317,0.692102384
1321,0.852512818
1325,0.863238874
1331,0.980619715
1334,0.98038324
1335,0.887639283
1337,0.901534993
1339,0.908426603
1340,0.968675429
1349,0.98057436
1350,0.980682974
1352,0.976643821
1356,0.967666441
1359,0.980645353
1362,0.019152474
1364,0.975632604
1365,0.980635739
1367,0.979755412
1368,0.97988903
1369,0.978991084
1370,0.896288569
1371,0.980611954
1372,0.018855568
1374,0.624129688
1380,0.98047044
1382,0.98068909
1384,0.95019199
1385,0.970111474
1386,0.979772812
1388,0.805773768
1389,0.937094331
1390,0.979732881
1391,0.979814198
1392,0.023272186
1393,0.970436477
1395,0.975595163
1399,0.965016014
1400,0.014244658
1405,0.980351856
1406,0.980285114
1407,0.390603546
1410,0.250071576
1413,0.981417955
1415,0.978029569
1417,0.976180112
1418,0.893160491
1419,0.980801211
1420,0.972836587
1422,0.980546031
1423,0.454339939
1424,0.963390933
1426,0.968766241
1427,0.969839993
1429,0.86838773
1431,0.977666672
1433,0.978355144
1438,0.972889187
1440,0.946478451
1442,0.980700464
1448,0.013222396
1449,0.819524029
1451,0.976932507
1453,0.980135117
1454,0.021591486
1455,0.979797546
1458,0.980523322
1459,0.008795373
1460,0.980957247
1461,0.974211363
1465,0.98126421
1466,0.979926531
1470,0.858801758
1474,0.975011635
1475,0.981426618
1476,0.041939069
1478,0.979963557
1479,0.617578496
1483,0.00863948
1485,0.980408666
1488,0.685718966
1490,0.700230364
1492,0.879917944
1493,0.956864217
1500,0.981412385
1505,0.980664193
1506,0.981405143
1510,0.979969889
1511,0.981496194
1513,0.98057061
1518,0.962461156
1523,0.012478174
1528,0.887580608
1538,0.879661306
1543,0.980358186
1545,0.95149714
1546,0.31640295
1547,0.320398272
1549,0.971784057
1551,0.979903934
1558,0.981255147
1561,0.020133052
1563,0.980667437
1564,0.979924794
1568,0.980420851
1574,0.980623604
1575,0.84259546
1576,0.968626883
1578,0.97694147
1581,0.803649439
1582,0.096595886
1583,0.979875691
1586,0.746814113
1588,0.031759466
1589,0.009825519
1593,0.976808538
1594,0.979616253
1595,0.979697522
1605,0.980361519
1607,0.979468171
1608,0.972511266
1610,0.006844573
1614,0.980602814
1616,0.967739506
1617,0.97055948
1630,0.865768616
1631,0.955434843
1632,0.980030815
1636,0.971221144
1638,0.981433121
1639,0.966158838
1641,0.980613652
1647,0.976063486
1649,0.477415845
1651,0.979616704
1653,0.979921658
1654,0.98067025
1656,0.980438452
1658,0.980637982
1659,0.012282039
1664,0.966222262
1666,0.188814986
1669,0.007430916
1670,0.970849689
1671,0.197983728
1673,0.634418463
1674,0.338840394
1675,0.979950145
1681,0.979785201
1682,0.032709899
1683,0.980551753
1684,0.970836057
1686,0.980141441
1691,0.942891903
1693,0.960748178
1699,0.821411995
1700,0.979784005
1703,0.027053433
1705,0.979847045
1709,0.971970543
1710,0.972967385
1714,0.9741336
1717,0.597514691
1721,0.980446138
1725,0.981436709
1727,0.97436685
1728,0.980662575
1735,0.979214707
1736,0.949702566
1740,0.040289152
1744,0.918308063
1745,0.976331866
1748,0.975002239
1750,0.769650843
1752,0.980445431
1757,0.576576225
1759,0.980658482
1763,0.981083716
1764,0.027444319
1768,0.970562562
1772,0.829685395
1773,0.969094348
1780,0.009095885
1790,0.980448821
1792,0.973423694
1794,0.977710127
1795,0.246034829
1798,0.979902915
1801,0.931874275
1803,0.976719478
1804,0.015606262
1810,0.979528373
1813,0.973755769
1818,0.70063424
1820,0.977136528
1824,0.008721842
1825,0.027282805
1826,0.00886825
1831,0.870112796
1834,0.932972245
1839,0.39634113
1841,0.980706489
1843,0.300432534
1848,0.755625299
1849,0.981437304
1851,0.981431672
1852,0.081747562
1857,0.975501022
1858,0.979897932
1860,0.968480041
1862,0.977617968
1863,0.980728595
1864,0.9096357
1869,0.981494555
1872,0.965023089
1879,0.979827381
1880,0.81844501
1881,0.00886221
1884,0.980348874
1888,0.012789762
1890,0.962883349
1891,0.644660879
1893,0.979801218
1895,0.018890279
1896,0.980497355
1904,0.973219805
1905,0.963215742
1908,0.011043384
1910,0.872269365
1912,0.980616485
1913,0.927446657
1919,0.032194933
1920,0.975223378
1922,0.971560921
1923,0.980520764
1927,0.979752388
1929,0.977046102
1930,0.980698809
1939,0.979864091
1941,0.980622689
1944,0.981431032
1947,0.007020386
1953,0.966750743
1958,0.980435592
1959,0.980766015
1961,0.013270412
1964,0.974052945
1967,0.96597924
1969,0.009081514
1970,0.690646891
1972,0.979666761
1973,0.969575725
1975,0.980441683
1977,0.980632232
1979,0.95511978
1982,0.973702309
1984,0.980203918
1988,0.969315023
1989,0.725052084
1992,0.715249348
1994,0.98045948
1995,0.92219312
1996,0.981218769
1997,0.980684513
1998,0.976438237
2003,0.978857519
2004,0.556660741
2007,0.981261763
2008,0.372101693
2010,0.938676498
2013,0.980502287
2014,0.972025308
2020,0.038525315
2021,0.968355907
2022,0.979749711
2023,0.015496246
2026,0.040125329
2032,0.911870559
2033,0.975335459
2035,0.98025464
2036,0.972681937
2037,0.979925442
2041,0.975620767
2044,0.981194846
2045,0.976608481
2046,0.397821253
2047,0.980439466
2049,0.975652867
2051,0.933202847
2052,0.049153942
2053,0.885628922
2056,0.965933136
2061,0.94931334
2063,0.970377388
2065,0.938639275
2070,0.972204711
2074,0.822054244
2075,0.794013412
2078,0.765191398
2080,0.979978855
2081,0.802366804
2082,0.965637312
2085,0.979780186
2087,0.975513917
2088,0.98072901
2089,0.976810212
2090,0.369673512
2091,0.980267294
2092,0.970716043
2093,0.965080451
2094,0.97741367
2096,0.979337653
2097,0.013628501
2098,0.977249623
2099,0.980695803
2103,0.878549367
2104,0.662848995
2105,0.976351932
2107,0.940042315
2108,0.974668456
2111,0.980570746
2112,0.938990198
2113,0.975257567
2114,0.812498017
2118,0.919886051
2119,0.971683915
2120,0.972974098
2128,0.966613839
2130,0.976590656
2135,0.980641363
2136,0.98070564
2137,0.977475981
2138,0.783258448
2139,0.972510202
2141,0.979714617
2143,0.979812475
2144,0.980582519
2147,0.009103092
2148,0.966538407
2149,0.979749215
2157,0.853268251
2164,0.966469005
2165,0.979854678
2166,0.911875667
2167,0.008932673
2168,0.977141155
2173,0.971887477
2178,0.964873166
2179,0.029685621
2181,0.980634286
2189,0.010805168
2190,0.974238314
2193,0.979906106
2194,0.980470618
2195,0.981471828
2196,0.01090291
2199,0.980654011
2201,0.912635272
2202,0.966334756
2206,0.507905763
2207,0.980908651
2208,0.97578637
2209,0.967511986
2210,0.580835695
2211,0.955408989
2215,0.006964072
2219,0.980666966
2220,0.97094594
2221,0.02859972
2222,0.951396581
2224,0.98143396
2227,0.943059901
2231,0.977579908
2232,0.972502921
2233,0.007529676
2239,0.980691154
2240,0.691651143
2241,0.95363182
2242,0.980580762
2245,0.98045148
2247,0.975988138
2248,0.789135371
2250,0.980143569
2251,0.979730252
2253,0.92961337
2254,0.962168894
2255,0.947404667
2256,0.970907276
2257,0.979763812
2258,0.977762223
2259,0.980643978
2262,0.979870578
2263,0.980483939
2265,0.961610694
2266,0.980655823
2267,0.979624275
2274,0.025277061
2275,0.975216518
2276,0.716852161
2280,0.970106421
2281,0.018734218
2283,0.308651718
2284,0.971918348
2285,0.692023847
2290,0.977841333
2291,0.910429885
2295,0.012267475
2296,0.980467453
2298,0.961068639
2299,0.83921598
2303,0.971344662
2307,0.972616024
2312,0.97788351
2316,0.981418202
2322,0.979957005
2323,0.979679733
2324,0.981479427
2326,0.980660915
2329,0.922573503
2330,0.980580124
2332,0.974915218
2335,0.98032119
2337,0.981179066
2341,0.980028272
2344,0.010970645
2345,0.980470023
2346,0.953929079
2347,0.96766359
2349,0.014647764
2350,0.974582071
2352,0.979782639
2355,0.781884956
2361,0.854219924
2363,0.968215898
2366,0.977099022
2367,0.974420296
2369,0.970976767
2370,0.972835495
2371,0.973595994
2376,0.970141392
2377,0.252372515
2380,0.016754936
2382,0.979712772
2384,0.952858811
2386,0.942627802
2388,0.979441843
2389,0.973019026
2393,0.922207039
2398,0.971820831
2400,0.979596743
2405,0.979911653
2417,0.97986357
2418,0.968009053
2419,0.979858421
2420,0.979734703
2421,0.00721174
2426,0.940250853
2427,0.976445786
2428,0.953952478
2433,0.979876393
2434,0.974972694
2435,0.981279295
2436,0.979744858
2437,0.977669387
2439,0.979891119
2442,0.022335094
2443,0.979925368
2448,0.859297906
2449,0.980356452
2451,0.975186659
2453,0.979860351
2457,0.979700608
2458,0.280900625
2462,0.012334577
2465,0.96883816
2466,0.012122936
2469,0.007077764
2470,0.981424613
2472,0.969974408
2473,0.965386641
2474,0.828402778
2477,0.974579449
2478,0.980582975
2480,0.98115353
2481,0.979803746
2483,0.958139027
2487,0.973109557
2490,0.968844414
2494,0.980121297
2496,0.980346753
2501,0.036647151
2502,0.979890339
2506,0.971803258
2508,0.967698339
2513,0.673037551
2514,0.9375105
2515,0.979512978
2517,0.974159824
2518,0.012070508
2522,0.674245192
2527,0.974612893
2532,0.962045112
2533,0.96364083
2534,0.980520169
2535,0.490749357
2538,0.979136777
2540,0.97137681
2543,0.981426061
2544,0.966144484
2546,0.979818124
2547,0.00900807
2548,0.766707867
2549,0.971042106
2551,0.635237616
2552,0.579155933
2557,0.981412919
2559,0.013271566
2560,0.976029101
2562,0.979789261
2567,0.98096909
2569,0.967838085
2580,0.009226869
2583,0.928263775
2588,0.979223788
2592,0.585514302
2595,0.97975237
2599,0.981468798
2600,0.889786525
2601,0.973341816
2604,0.981155951
2607,0.009697467
2608,0.883927704
2611,0.970835373
2612,0.774728018
2613,0.980613494
2614,0.883620941
2620,0.981001127
2627,0.179033602
2630,0.980779825
2631,0.967651653
2637,0.6550488
2640,0.971050761
2642,0.942383676
2643,0.974983204
2644,0.973717408
2645,0.009276591
2648,0.976001379
2649,0.980381804
2651,0.922217751
2652,0.980680263
2653,0.037637534
2654,0.981132679
2656,0.203487285
2657,0.937928945
2664,0.980395358
2665,0.950866743
2668,0.794199422
2669,0.971828165
2671,0.980405632
2673,0.293245334
2675,0.942244811
2678,0.977192671
2680,0.96374671
2682,0.980279563
2686,0.980355584
2688,0.925803395
2689,0.968879154
2691,0.98014311
2693,0.980650175
2698,0.030583766
2703,0.98141903
2705,0.008975973
2706,0.021557643
2707,0.952623495
2711,0.979696087
2716,0.980381808
2717,0.535159454
2721,0.944144785
2723,0.980653523
2724,0.021178499
2725,0.980981651
2726,0.98140955
2732,0.979654719
2733,0.98069354
2734,0.980358813
2740,0.981319838
2743,0.975527681
2744,0.979780259
2747,0.957328741
2749,0.011008496
2750,0.948299059
2751,0.553569561
2754,0.980695555
2755,0.979801326
2756,0.979615079
2758,0.015133905
2763,0.960774454
2767,0.973651999
2771,0.959177187
2772,0.081102355
2777,0.980635045
2784,0.969964554
2788,0.87902929
2789,0.400082185
2790,0.98091336
2793,0.968007276
2796,0.974318039
2798,0.98140978
2799,0.622984656
2800,0.805558289
2803,0.972056654
2804,0.979876233
2807,0.97002179
2808,0.915176164
2809,0.967752742
2816,0.979995876
2824,0.980684356
2825,0.98105994
2826,0.567600178
2829,0.981416754
2833,0.97969918
2836,0.979784218
2837,0.98111962
2839,0.576851522
2841,0.825912748
2842,0.97988521
2845,0.974657482
2846,0.951338525
2847,0.961154811
2849,0.011783539
2852,0.973747585
2857,0.97144338
2861,0.97987718
2864,0.01647256
2868,0.971911867
2871,0.565435997
2872,0.973223247
2873,0.008844642
2874,0.981328082
2875,0.362830543
2876,0.016703896
2878,0.022220165
2880,0.980659
2882,0.975873825
2884,0.98142293
2885,0.980063472
2886,0.03780066
2887,0.00871672
2889,0.981411218
2890,0.975703183
2891,0.97986987
2892,0.407336325
2894,0.970061711
2896,0.964099719
2899,0.528534241
2900,0.963025457
2901,0.95136007
2903,0.980511156
2904,0.012436403
2905,0.944897081
2906,0.860355969
2907,0.976145898
2910,0.01025841
2911,0.968743906
2914,0.009733826
2921,0.975267826
2923,0.980447516
2926,0.980702811
2927,0.969459356
2928,0.980557868
2929,0.98141561
2932,0.980485797
2934,0.975107865
2935,0.012210105
2937,0.980421681
2939,0.804932218
2940,0.975236368
2944,0.925025488
2947,0.980676011
2948,0.233771634
2950,0.980775661
2954,0.980568811
2955,0.980720219
2957,0.975930122
2966,0.981419227
2968,0.973976374
2969,0.754764739
2971,0.019474787
2973,0.981166293
2977,0.898232342
2979,0.980700613
2980,0.980668562
2981,0.965059158
2982,0.980330177
2985,0.964980951
2988,0.97622196
2989,0.93032162
2992,0.629047214
2997,0.011119801
3001,0.389190015
3004,0.976887997
3010,0.980360401
3012,0.980244643
3013,0.98140946
3015,0.832754136
3017,0.979639641
3018,0.765942193
3019,0.864820607
3020,0.980225311
3024,0.980403121
3025,0.891401285
3027,0.981416751
3029,0.010643807
3031,0.967104986
3032,0.974211432
3034,0.98140673
3040,0.781817906
3041,0.015028714
3042,0.009021672
3045,0.012719126
3048,0.980271593
3050,0.865676752
3051,0.971427941
3054,0.015841121
3056,0.008924329
3058,0.044917321
3060,0.980447901
3063,0.974505226
3064,0.014880337
3066,0.980653793
3067,0.50819869
3068,0.980692923
3069,0.980667398
3071,0.012662662
3073,0.980437237
3076,0.950762343
3077,0.939234473
3081,0.979458088
3084,0.980797649
3087,0.959294259
3089,0.976623961
3094,0.970740459
3095,0.008690321
3096,0.976413703
3099,0.97694814
3100,0.971276267
3101,0.966654955
3106,0.976168628
3108,0.962301352
3114,0.674048746
3117,0.981500625
3118,0.980546108
3119,0.979538347
3122,0.946716865
3123,0.016934514
3124,0.968190313
3127,0.16477765
3129,0.98139809
3130,0.981484808
3135,0.922685007
3136,0.962065838
3140,0.968935697
3143,0.98140187
3146,0.972190704
3148,0.878056117
3150,0.440188266
3156,0.971003241
3161,0.973443599
3162,0.976538985
3165,0.033079139
3166,0.006849337
3172,0.01317756
3173,0.9167471
3174,0.973623028
3175,0.965128788
3176,0.565615008
3184,0.05317228
3185,0.939658603
3186,0.930073005
3189,0.684290227
3191,0.91561319
3193,0.886943198
3194,0.981317147
3198,0.980677169
3203,0.969490037
3205,0.11760139
3211,0.824232308
3212,0.80261289
3213,0.98056174
3214,0.639152969
3217,0.97957624
3222,0.980671878
3225,0.930595721
3229,0.97974538
3230,0.902569107
3231,0.974563219
3233,0.962723935
3236,0.868889369
3237,0.980144233
3239,0.975222971
3240,0.011194669
3241,0.637637151
3245,0.563285453
3246,0.980534784
3249,0.981396731
3251,0.031951853
3253,0.970472277
3256,0.017218824
3257,0.981196441
3259,0.974125862
3264,0.969711153
3265,0.942457038
3266,0.951279006
3267,0.981425961
3269,0.007365761
3271,0.972811771
3274,0.979511802
3277,0.981438315
3282,0.980066444
3283,0.961690507
3284,0.971293232
3288,0.96828947
3289,0.980529438
3290,0.979865857
3295,0.981402041
3298,0.98012787
3300,0.011669566
3301,0.975457039
3303,0.036802973
3306,0.980395924
3307,0.979896398
3308,0.607281619
3312,0.960667798
3316,0.97143128
3317,0.016909749
3320,0.977277326
3323,0.975532388
3327,0.979852253
3337,0.9756323
3339,0.943589001
3341,0.01563966
3349,0.975696878
3353,0.700865866
3358,0.922202783
3363,0.979634818
3364,0.981491986
3370,0.979672463
3380,0.976214572
3381,0.980421578
3383,0.98142724
3386,0.979911
3387,0.594315037
3392,0.937010112
3396,0.9739205
3397,0.959098144
3400,0.980580495
3401,0.021210538
3402,0.980462891
3404,0.980577718
3405,0.98053214
3406,0.980666522
3407,0.980658072
3408,0.929547473
3411,0.973775215
3413,0.981424466
3422,0.975763385
3423,0.97256499
3425,0.980419975
3428,0.922350528
3429,0.010638131
3433,0.801043632
3437,0.974977532
3439,0.404488561
3447,0.97541241
3454,0.979417025
3455,0.97991805
3456,0.981434491
3457,0.980021624
3458,0.665366347
3459,0.469133739
3463,0.963590078
3464,0.959346893
3467,0.974454905
3472,0.980980629
3478,0.980131629
3479,0.811624579
3481,0.975273257
3483,0.979819269
3485,0.980203893
3490,0.980208443
3491,0.981412106
3492,0.980662004
3493,0.979820883
3495,0.98049361
3496,0.967884312
3497,0.973103095
3498,0.960391367
3501,0.974617408
3502,0.971159669
3503,0.981415924
3504,0.261571915
3505,0.968701494
3508,0.962275533
3509,0.980574908
3511,0.86963985
3512,0.971343481
3514,0.871433738
3520,0.45401778
3522,0.981405493
3523,0.967020914
3532,0.966179539
3534,0.980136812
3535,0.980686162
3536,0.255023044
3541,0.981422476
3542,0.980252386
3545,0.980672368
3546,0.980161159
3548,0.953035146
3551,0.954170754
3554,0.949382247
3558,0.438858836
3559,0.9433916
3561,0.518934647
3563,0.967610503
3568,0.865805418
3570,0.981411805
3572,0.980706491
3577,0.764063482
3579,0.733834757
3580,0.979951587
3581,0.981422768
3584,0.980430557
3586,0.956988075
3595,0.980738273
3597,0.433393119
3600,0.980681685
3601,0.749459801
3602,0.392380986
3606,0.007302127
3607,0.974416753
3609,0.98001887
3611,0.966050331
3617,0.980415782
3618,0.981391749
3620,0.97684998
3626,0.980503749
3628,0.718514691
3631,0.937971714
3633,0.979750798
3638,0.94949348
3640,0.980372695
3643,0.562748502
3646,0.955118265
3649,0.460391606
3650,0.976099035
3654,0.980650457
3659,0.010891993
3661,0.980016788
3664,0.976660794
3665,0.761103402
3669,0.945698285
3670,0.979810025
3672,0.874440131
3675,0.9803802
3678,0.97723136
3682,0.981415155
3686,0.970589198
3687,0.861672762
3692,0.979839381
3694,0.979943219
3696,0.329948618
3698,0.979332642
3699,0.979525577
3700,0.008733778
3701,0.854883385
3702,0.774245349
3705,0.032872409
3707,0.102100094
3709,0.971718263
3710,0.977198845
3713,0.979551486
3717,0.972842796
3719,0.975962716
3720,0.031648109
3722,0.980667396
3724,0.97408784
3725,0.980447618
3729,0.966928012
3734,0.966374403
3735,0.977349887
3736,0.009716054
3740,0.008676075
3742,0.981422763
3743,0.965927216
3744,0.021991898
3749,0.970379791
3751,0.969084496
3752,0.980323925
3753,0.981073569
3754,0.980719252
3761,0.309913721
3762,0.01213232
3763,0.981425653
3766,0.975321815
3767,0.963687735
3768,0.961267711
3769,0.976937412
3770,0.972616799
3771,0.976632778
3780,0.973445848
3785,0.970907542
3787,0.980681913
3789,0.071356232
3793,0.864153833
3794,0.979608058
3795,0.802457804
3797,0.976039261
3806,0.008656893
3809,0.973037589
3810,0.036711895
3815,0.918735124
3816,0.973808668
3817,0.940849356
3818,0.980669567
3819,0.798202043
3823,0.979884421
3824,0.673357439
3825,0.211510718
3826,0.979825461
3827,0.910268072
3830,0.980647054
3831,0.560648062
3832,0.980305298
3835,0.645173478
3836,0.967797813
3837,0.981419084
3838,0.009218995
3839,0.980660418
3840,0.971104149
3841,0.965906071
3842,0.977822728
3843,0.96580051
3844,0.972158648
3845,0.980556719
3846,0.907298802
3848,0.981550635
3850,0.927779777
3852,0.972464916
3854,0.975984258
3855,0.85973261
3856,0.980704568
3859,0.980433463
3860,0.948046416
3861,0.946591805
3865,0.948806084
3866,0.981421559
3867,0.958591746
3868,0.979942943
3874,0.93921582
3877,0.97397298
3880,0.894290372
3882,0.978139529
3887,0.953751094
3888,0.981432415
3891,0.981437455
3895,0.980934199
3896,0.979919212
3897,0.9813947
3898,0.186626702
3900,0.981477323
3902,0.979802339
3907,0.979871285
3908,0.979850219
3910,0.980682169
3911,0.937234166
3912,0.979685202
3914,0.012214679
3916,0.978521111
3923,0.968068857
3931,0.979785084
3933,0.980645465
3934,0.960963268
3937,0.971858529
3939,0.980740875
